Gender,Age,Annual Income ($),Spending Score (1-100),Profession,Work Experience,Family Size,Cluster
1.0,0.19191919191919193,0.07895817322370413,0.3900000000000001,0.5555555555555556,0.058823529411764705,0.37499999999999994,0.0
1.0,0.21212121212121213,0.18423573752197658,0.81,0.2222222222222222,0.1764705882352941,0.24999999999999994,0.0
0.0,0.20202020202020204,0.4526935264825712,0.06000000000000011,0.2222222222222222,0.058823529411764705,0.0,0.0
0.0,0.23232323232323235,0.31056881467990355,0.7700000000000001,0.7777777777777777,0.0,0.12499999999999992,0.0
0.0,0.31313131313131315,0.20002737216671745,0.40000000000000013,0.3333333333333333,0.11764705882352941,0.625,0.0
0.0,0.22222222222222224,0.30530493646498985,0.7600000000000001,0.0,0.0,0.12499999999999992,0.0
0.0,0.3535353535353536,0.16318022466232213,0.06000000000000011,0.5555555555555556,0.058823529411764705,0.24999999999999994,0.0
0.0,0.23232323232323235,0.442165770052744,0.9400000000000002,0.5555555555555556,0.058823529411764705,0.24999999999999994,0.0
1.0,0.6464646464646465,0.5105961868466211,0.030000000000000138,0.2222222222222222,0.0,0.24999999999999994,0.0
0.0,0.30303030303030304,0.5158600650615347,0.7200000000000001,0.0,0.058823529411764705,0.37499999999999994,0.0
1.0,0.6767676767676768,0.03684714750439522,0.14000000000000018,0.2222222222222222,0.058823529411764705,0.24999999999999994,0.0
0.0,0.3535353535353536,0.4895406739869666,0.9900000000000001,0.5555555555555556,0.23529411764705882,0.37499999999999994,0.0
0.0,0.5858585858585859,0.42111025719308953,0.15000000000000002,0.4444444444444444,0.0,0.5,0.0
0.0,0.24242424242424243,0.4790129175571394,0.7700000000000001,0.7777777777777777,0.058823529411764705,0.0,0.0
1.0,0.37373737373737376,0.10001368608335864,0.13000000000000012,0.1111111111111111,0.0,0.0,0.0
1.0,0.22222222222222224,0.2684577889605945,0.7900000000000001,0.5555555555555556,0.058823529411764705,0.12499999999999992,0.0
0.0,0.3535353535353536,0.1526524682324949,0.3500000000000001,0.6666666666666666,0.5294117647058824,0.5,1.0
1.0,0.20202020202020204,0.4684851611273121,0.6600000000000001,0.5555555555555556,0.058823529411764705,0.625,0.0
1.0,0.5252525252525253,0.10527756429827234,0.29000000000000015,0.3333333333333333,0.058823529411764705,0.37499999999999994,0.0
0.0,0.3535353535353536,0.32636044932464436,0.9800000000000002,0.0,0.0,0.0,0.0
1.0,0.3535353535353536,0.5053323086317074,0.3500000000000001,0.6666666666666666,0.7058823529411764,0.0,1.0
1.0,0.25252525252525254,0.021055512859654346,0.7300000000000001,0.5555555555555556,0.1764705882352941,0.37499999999999994,0.0
0.0,0.4646464646464647,0.2210828850263719,0.0500000000000001,0.0,0.7647058823529411,0.12499999999999992,1.0
1.0,0.31313131313131315,0.373735353258867,0.7300000000000001,0.0,0.29411764705882354,0.12499999999999992,1.0
0.0,0.5454545454545455,0.3526798403992124,0.14000000000000018,0.4444444444444444,0.058823529411764705,0.24999999999999994,0.0
1.0,0.29292929292929293,0.2737216671755082,0.8200000000000002,0.0,0.058823529411764705,0.24999999999999994,0.0
0.0,0.4545454545454546,0.3579437186141261,0.3200000000000001,0.5555555555555556,0.5294117647058824,0.8750000000000001,1.0
1.0,0.3535353535353536,0.4105825007632623,0.6100000000000001,0.0,0.058823529411764705,0.24999999999999994,0.0
0.0,0.4040404040404041,0.09474980786844506,0.3100000000000001,0.0,0.0,0.0,0.0
0.0,0.23232323232323235,0.10527756429827234,0.8700000000000001,0.0,0.29411764705882354,0.37499999999999994,1.0
1.0,0.6060606060606061,0.20529125038163099,0.04000000000000009,0.0,0.0,0.24999999999999994,0.0
0.0,0.21212121212121213,0.178971859307063,0.7300000000000001,0.1111111111111111,0.058823529411764705,0.12499999999999992,0.0
1.0,0.5353535353535354,0.31056881467990355,0.04000000000000009,0.5555555555555556,0.058823529411764705,0.24999999999999994,0.0
1.0,0.18181818181818182,0.32636044932464436,0.9200000000000002,0.6666666666666666,0.5294117647058824,0.75,1.0
